Source;Target;Type
Almanacs, French;Almanacs, French;Undirected
CSAIP;Natural law;Undirected
CSAIP;Comprehensive examinations;Undirected
Natural law;Comprehensive examinations;Undirected
CSAIP;Mathematics;Undirected
CSAIP;Comprehensive examinations;Undirected
Mathematics;Comprehensive examinations;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Tepehuan language;Undirected
Catholic Church;Tepehuan language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Tepehuan language;Undirected
Catholic Church;Tepehuan language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Tepehuan language;Catholic Church;Undirected
Tepehuan language;Tepehuan language;Undirected
Tepehuan language;Indian linguistics;Undirected
Tepehuan language;Indians of Mexico;Undirected
Tepehuan language;CSAIP;Undirected
Tepehuan language;Catholic Church;Undirected
Tepehuan language;Tepehuan language;Undirected
Tepehuan language;Indian linguistics;Undirected
Tepehuan language;Indians of Mexico;Undirected
Tepehuan language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Tepehuan language;Undirected
Indian linguistics;Tepehuan language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Tepehuan language;Undirected
Indians of Mexico;Tepehuan language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Navigation;Nautical astronomy;Undirected
Navigation;Booksellers' catalogs;Undirected
Nautical astronomy;Booksellers' catalogs;Undirected
Dominicans;Catholic Church;Undirected
Dominicans;Catholic Church;Undirected
Dominicans;Mixe language;Undirected
Dominicans;Indian linguistics;Undirected
Dominicans;Indians of Mexico;Undirected
Dominicans;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Mixe language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Mixe language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Mixe language;Catholic Church;Undirected
Mixe language;Catholic Church;Undirected
Mixe language;Indian linguistics;Undirected
Mixe language;Indians of Mexico;Undirected
Mixe language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Mixe language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Mixe language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
God;CSAIP;Undirected
God;Devotional literature, French;Undirected
CSAIP;Devotional literature, French;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Tarascan language;Catholic Church;Undirected
Tarascan language;Indian linguistics;Undirected
Tarascan language;Indians of Mexico;Undirected
Tarascan language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Tarascan language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Tarascan language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Catholic Church;Confession;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Confession;Nahuatl language;Undirected
Confession;Indian linguistics;Undirected
Confession;Indians of Mexico;Undirected
Confession;CSAIP;Undirected
Nahuatl language;Confession;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Indian linguistics;Confession;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Confession;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Police;Police power;Undirected
Police;Haiti;Undirected
Police;Haiti;Undirected
Police power;Haiti;Undirected
Police power;Haiti;Undirected
Haiti;Police power;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Idols and images;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Idols and images;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Idols and images;Catholic Church;Undirected
Idols and images;Nahuatl language;Undirected
Idols and images;Indian linguistics;Undirected
Idols and images;Indians of Mexico;Undirected
Idols and images;CSAIP;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Idols and images;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Idols and images;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Idols and images;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
United States. Continental Navy;Broadsides, etc.;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Sacraments;Catholic Church;Undirected
Sacraments;Catholic Church;Undirected
Sacraments;Nahuatl language;Undirected
Sacraments;Indian linguistics;Undirected
Sacraments;Indians of Mexico;Undirected
Sacraments;CSAIP;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Sacraments;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Sacraments;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Sacraments;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;CSAIP;Undirected
Sacraments;Catholic Church;Undirected
Sacraments;Catholic Church;Undirected
Sacraments;Nahuatl language;Undirected
Sacraments;Indians of Mexico;Undirected
Sacraments;Indian linguistics;Undirected
Sacraments;CSAIP;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Sacraments;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Sacraments;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Sacraments;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
CSAIP;Broadsides, etc.;Undirected
CSAIP;Import quotas;Undirected
CSAIP;Imports;Undirected
CSAIP;Commerce;Undirected
Broadsides, etc.;Import quotas;Undirected
Broadsides, etc.;Imports;Undirected
Broadsides, etc.;Commerce;Undirected
Import quotas;Broadsides, etc.;Undirected
Import quotas;Imports;Undirected
Import quotas;Commerce;Undirected
Imports;Broadsides, etc.;Undirected
Imports;Import quotas;Undirected
Imports;Commerce;Undirected
Partie de l'Ouest de Saint-Domingue;Haiti;Undirected
Partie de l'Ouest de Saint-Domingue;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti. Assemble nationale. Dcret de l'Assemble gnrale de la Partie franoise de Saint-Domingue, rendu  l'unanimit, en sa sance du 28 mai 1790;Haiti;Undirected
Haiti. Assemble nationale. Dcret de l'Assemble gnrale de la Partie franoise de Saint-Domingue, rendu  l'unanimit, en sa sance du 28 mai 1790;Haiti;Undirected
Haiti;Haiti;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Totonac language;Catholic Church;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Indian linguistics;Undirected
Totonac language;Indians of Mexico;Undirected
Totonac language;CSAIP;Undirected
Totonac language;Catholic Church;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Indian linguistics;Undirected
Totonac language;Indians of Mexico;Undirected
Totonac language;CSAIP;Undirected
Totonac language;Catholic Church;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Indian linguistics;Undirected
Totonac language;Indians of Mexico;Undirected
Totonac language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Totonac language;Undirected
Indian linguistics;Totonac language;Undirected
Indian linguistics;Totonac language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Totonac language;Undirected
Indians of Mexico;Totonac language;Undirected
Indians of Mexico;Totonac language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Totonac language;Catholic Church;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Indian linguistics;Undirected
Totonac language;Indians of Mexico;Undirected
Totonac language;CSAIP;Undirected
Totonac language;Catholic Church;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Indian linguistics;Undirected
Totonac language;Indians of Mexico;Undirected
Totonac language;CSAIP;Undirected
Totonac language;Catholic Church;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Totonac language;Undirected
Totonac language;Indian linguistics;Undirected
Totonac language;Indians of Mexico;Undirected
Totonac language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Totonac language;Undirected
Indian linguistics;Totonac language;Undirected
Indian linguistics;Totonac language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Totonac language;Undirected
Indians of Mexico;Totonac language;Undirected
Indians of Mexico;Totonac language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Militia;Haiti;Undirected
Militia;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Augy, d';Larchevque-Thibault, Gabriel Jean-Baptiste, b. 1745;Undirected
Augy, d';Assemble provinciale du Nord de Saint-Domingue;Undirected
Augy, d';Broadsides, etc.;Undirected
Augy, d';Haiti;Undirected
Augy, d';Haiti;Undirected
Larchevque-Thibault, Gabriel Jean-Baptiste, b. 1745;Assemble provinciale du Nord de Saint-Domingue;Undirected
Larchevque-Thibault, Gabriel Jean-Baptiste, b. 1745;Broadsides, etc.;Undirected
Larchevque-Thibault, Gabriel Jean-Baptiste, b. 1745;Haiti;Undirected
Larchevque-Thibault, Gabriel Jean-Baptiste, b. 1745;Haiti;Undirected
Assemble provinciale du Nord de Saint-Domingue;Larchevque-Thibault, Gabriel Jean-Baptiste, b. 1745;Undirected
Assemble provinciale du Nord de Saint-Domingue;Broadsides, etc.;Undirected
Assemble provinciale du Nord de Saint-Domingue;Haiti;Undirected
Assemble provinciale du Nord de Saint-Domingue;Haiti;Undirected
Broadsides, etc.;Larchevque-Thibault, Gabriel Jean-Baptiste, b. 1745;Undirected
Broadsides, etc.;Assemble provinciale du Nord de Saint-Domingue;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Larchevque-Thibault, Gabriel Jean-Baptiste, b. 1745;Undirected
Haiti;Assemble provinciale du Nord de Saint-Domingue;Undirected
Haiti;Broadsides, etc.;Undirected
Haiti;Haiti;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Nahuatl language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Sacraments;Catholic Church;Undirected
Sacraments;Tarascan language;Undirected
Sacraments;Indian linguistics;Undirected
Sacraments;Indians of Mexico;Undirected
Sacraments;CSAIP;Undirected
Tarascan language;Catholic Church;Undirected
Tarascan language;Sacraments;Undirected
Tarascan language;Indian linguistics;Undirected
Tarascan language;Indians of Mexico;Undirected
Tarascan language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Sacraments;Undirected
Indian linguistics;Tarascan language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Sacraments;Undirected
Indians of Mexico;Tarascan language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Franciscans;CSAIP;Undirected
Franciscans;Peru;Undirected
CSAIP;Peru;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Sacraments;Undirected
Catholic Church;Tarascan language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Sacraments;Catholic Church;Undirected
Sacraments;Tarascan language;Undirected
Sacraments;Indian linguistics;Undirected
Sacraments;Indians of Mexico;Undirected
Sacraments;CSAIP;Undirected
Tarascan language;Catholic Church;Undirected
Tarascan language;Sacraments;Undirected
Tarascan language;Indian linguistics;Undirected
Tarascan language;Indians of Mexico;Undirected
Tarascan language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Sacraments;Undirected
Indian linguistics;Tarascan language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Sacraments;Undirected
Indians of Mexico;Tarascan language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Totonac language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Totonac language;Catholic Church;Undirected
Totonac language;Indian linguistics;Undirected
Totonac language;Indians of Mexico;Undirected
Totonac language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Totonac language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Totonac language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Assemble provinciale du Nord de Saint-Domingue;Haiti;Undirected
Assemble provinciale du Nord de Saint-Domingue;Haiti;Undirected
Haiti;Haiti;Undirected
Assemble provinciale du Nord de Saint-Domingue;Haiti;Undirected
Assemble provinciale du Nord de Saint-Domingue;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti. Assemble gnrale;Haiti;Undirected
Haiti. Assemble gnrale;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
France;Haiti;Undirected
France;Haiti;Undirected
Haiti;Haiti;Undirected
France;Haiti;Undirected
France;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Banks and banking, Colonial;Haiti;Undirected
Banks and banking, Colonial;Haiti;Undirected
Haiti;Haiti;Undirected
Estaing, Charles Henri, comte d', 1729-1794;Grenada, Battle of, 1779;Undirected
Estaing, Charles Henri, comte d', 1729-1794;Grenada;Undirected
Grenada, Battle of, 1779;Grenada;Undirected
Haiti. Assemble gnrale;Haiti;Undirected
Haiti. Assemble gnrale;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Militia;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Militia;Haiti;Undirected
Militia;Haiti;Undirected
Haiti;Militia;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Zapotec language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Zapotec language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Zapotec language;Catholic Church;Undirected
Zapotec language;Indian linguistics;Undirected
Zapotec language;Indians of Mexico;Undirected
Zapotec language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Zapotec language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Zapotec language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Estaing, Charles Henri, comte d', 1729-1794;Grenada, Battle of, 1779;Undirected
Estaing, Charles Henri, comte d', 1729-1794;Grenada;Undirected
Grenada, Battle of, 1779;Grenada;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Zapotec language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Zapotec language;Undirected
Catholic Church;Indian linguistics;Undirected
Catholic Church;Indians of Mexico;Undirected
Catholic Church;CSAIP;Undirected
Zapotec language;Catholic Church;Undirected
Zapotec language;Indian linguistics;Undirected
Zapotec language;Indians of Mexico;Undirected
Zapotec language;CSAIP;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Zapotec language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;CSAIP;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Zapotec language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;CSAIP;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Guadeloupe;Guadeloupe;Undirected
Haiti;Haiti;Undirected
Haiti;Haiti;Undirected
Militia;Haiti;Undirected
Militia;Haiti;Undirected
Haiti;Haiti;Undirected
Broadsides, etc.;Physics;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Broadsides, etc.;Haiti;Undirected
Haiti;Haiti;Undirected
Astrology;Natural history;Undirected
Astrology;Mexico;Undirected
Natural history;Mexico;Undirected
Philip II, King of Spain, 1527-1598;Memorial rites and ceremonies;Undirected
Philip II, King of Spain, 1527-1598;Inquisition;Undirected
Philip II, King of Spain, 1527-1598;Sermons;Undirected
Memorial rites and ceremonies;Inquisition;Undirected
Memorial rites and ceremonies;Sermons;Undirected
Inquisition;Memorial rites and ceremonies;Undirected
Inquisition;Sermons;Undirected
Church music;Gregorian chants;Undirected
Church music;Music;Undirected
Gregorian chants;Music;Undirected
Aristotle;Logic;Undirected
Money;Money;Undirected
Money;Weight and measures;Undirected
Money;Units of measurement;Undirected
Money;Wine;Undirected
Money;Cacao;Undirected
Money;Weight and measures;Undirected
Money;Units of measurement;Undirected
Money;Wine;Undirected
Money;Cacao;Undirected
Weight and measures;Money;Undirected
Weight and measures;Units of measurement;Undirected
Weight and measures;Wine;Undirected
Weight and measures;Cacao;Undirected
Units of measurement;Money;Undirected
Units of measurement;Weight and measures;Undirected
Units of measurement;Wine;Undirected
Units of measurement;Cacao;Undirected
Wine;Money;Undirected
Wine;Weight and measures;Undirected
Wine;Units of measurement;Undirected
Wine;Cacao;Undirected
Mary, Blessed Virgin, Saint;Pastoral literature, Spanish;Undirected
Mary, Blessed Virgin, Saint;Pastoral literature, European;Undirected
Mary, Blessed Virgin, Saint;Literature, Medieval;Undirected
Mary, Blessed Virgin, Saint;Christian legends;Undirected
Pastoral literature, Spanish;Pastoral literature, European;Undirected
Pastoral literature, Spanish;Literature, Medieval;Undirected
Pastoral literature, Spanish;Christian legends;Undirected
Pastoral literature, European;Pastoral literature, Spanish;Undirected
Pastoral literature, European;Literature, Medieval;Undirected
Pastoral literature, European;Christian legends;Undirected
Literature, Medieval;Pastoral literature, Spanish;Undirected
Literature, Medieval;Pastoral literature, European;Undirected
Literature, Medieval;Christian legends;Undirected
CSAIP;Smallpox;Undirected
CSAIP;Epidemics;Undirected
Smallpox;Epidemics;Undirected
Catholic Church;Catholic Church;Undirected
Catholic Church;Sermons, Spanish;Undirected
Catholic Church;Immaculate Conception;Undirected
Catholic Church;Sermons;Undirected
Catholic Church;Sermons, Spanish;Undirected
Catholic Church;Immaculate Conception;Undirected
Catholic Church;Sermons;Undirected
Sermons, Spanish;Catholic Church;Undirected
Sermons, Spanish;Immaculate Conception;Undirected
Sermons, Spanish;Sermons;Undirected
Immaculate Conception;Catholic Church;Undirected
Immaculate Conception;Sermons, Spanish;Undirected
Immaculate Conception;Sermons;Undirected
Medicine;Medicine, Preventive;Undirected
Medicine;Astronomy, Renaissance;Undirected
Medicine;Mexico City;Undirected
