Source;Target;Type
Dominicans;Nahuatl language;Undirected
Dominicans;Indians of Mexico;Undirected
Dominicans;Indian linguistics;Undirected
Dominicans;Mexico;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Dominicans;Undirected
CSAIP;Catechisms, Spanish;Undirected
CSAIP;Indians of Mexico;Undirected
CSAIP;Nahuatl language;Undirected
CSAIP;Indians of Mexico;Undirected
CSAIP;Indian linguistics;Undirected
CSAIP;Mexico;Undirected
Catechisms, Spanish;Catholic Church;Undirected
Catechisms, Spanish;Dominicans;Undirected
Catechisms, Spanish;CSAIP;Undirected
Catechisms, Spanish;Indians of Mexico;Undirected
Catechisms, Spanish;Nahuatl language;Undirected
Catechisms, Spanish;Indians of Mexico;Undirected
Catechisms, Spanish;Indian linguistics;Undirected
Catechisms, Spanish;Mexico;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Dominicans;Undirected
Indians of Mexico;CSAIP;Undirected
Indians of Mexico;Catechisms, Spanish;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;Mexico;Undirected
Nahuatl language;Catholic Church;Undirected
Nahuatl language;Dominicans;Undirected
Nahuatl language;CSAIP;Undirected
Nahuatl language;Catechisms, Spanish;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;Indians of Mexico;Undirected
Nahuatl language;Indian linguistics;Undirected
Nahuatl language;Mexico;Undirected
Indians of Mexico;Catholic Church;Undirected
Indians of Mexico;Dominicans;Undirected
Indians of Mexico;CSAIP;Undirected
Indians of Mexico;Catechisms, Spanish;Undirected
Indians of Mexico;Nahuatl language;Undirected
Indians of Mexico;Indian linguistics;Undirected
Indians of Mexico;Mexico;Undirected
Indian linguistics;Catholic Church;Undirected
Indian linguistics;Dominicans;Undirected
Indian linguistics;CSAIP;Undirected
Indian linguistics;Catechisms, Spanish;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;Nahuatl language;Undirected
Indian linguistics;Indians of Mexico;Undirected
Indian linguistics;Mexico;Undirected
CSAIP;Peru;Undirected
CSAIP;Peru;Undirected
CSAIP;Lima (Peru);Undirected
Peru;Lima (Peru);Undirected
Peru;Lima (Peru);Undirected
Elizalde, Antonio de;Consulado de Lima (Peru);Undirected
Elizalde, Antonio de;CSAIP;Undirected
Consulado de Lima (Peru);CSAIP;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Novenas;Undirected
CSAIP;Novenas;Undirected
Mosquera, Jos, 18th cent;Vasquez, Cayetano, 18th cent;Undirected
Mosquera, Jos, 18th cent;Snchez, Ignacio, 18th cent;Undirected
Mosquera, Jos, 18th cent;Varela, Jos, 18th cent;Undirected
Mosquera, Jos, 18th cent;CSAIP;Undirected
Mosquera, Jos, 18th cent;Capital punishment;Undirected
Vasquez, Cayetano, 18th cent;Snchez, Ignacio, 18th cent;Undirected
Vasquez, Cayetano, 18th cent;Varela, Jos, 18th cent;Undirected
Vasquez, Cayetano, 18th cent;CSAIP;Undirected
Vasquez, Cayetano, 18th cent;Capital punishment;Undirected
Snchez, Ignacio, 18th cent;Vasquez, Cayetano, 18th cent;Undirected
Snchez, Ignacio, 18th cent;Varela, Jos, 18th cent;Undirected
Snchez, Ignacio, 18th cent;CSAIP;Undirected
Snchez, Ignacio, 18th cent;Capital punishment;Undirected
Varela, Jos, 18th cent;Vasquez, Cayetano, 18th cent;Undirected
Varela, Jos, 18th cent;Snchez, Ignacio, 18th cent;Undirected
Varela, Jos, 18th cent;CSAIP;Undirected
Varela, Jos, 18th cent;Capital punishment;Undirected
CSAIP;Vasquez, Cayetano, 18th cent;Undirected
CSAIP;Snchez, Ignacio, 18th cent;Undirected
CSAIP;Varela, Jos, 18th cent;Undirected
CSAIP;Capital punishment;Undirected
Catholic Church;Mercedarians;Undirected
Catholic Church;Mercedarians;Undirected
Caballero de Quirs, Manuel;CSAIP;Undirected
Caballero de Quirs, Manuel;Adverse possession;Undirected
CSAIP;Adverse possession;Undirected
Amat y Junient, Manuel de, 1707-1782;CSAIP;Undirected
Amat y Junient, Manuel de, 1707-1782;Chile;Undirected
CSAIP;Chile;Undirected
CSAIP;Peru;Undirected
CSAIP;Cuzco (Peru : Dept.);Undirected
Peru;Cuzco (Peru : Dept.);Undirected
CSAIP;Bolivia;Undirected
CSAIP;Chuquisaca (Bolivia : Dept.);Undirected
Bolivia;Chuquisaca (Bolivia : Dept.);Undirected
CSAIP;Bolivia;Undirected
CSAIP;Santa Cruz (Bolivia : Dept.);Undirected
CSAIP;Apolo (Bolivia);Undirected
Bolivia;Santa Cruz (Bolivia : Dept.);Undirected
Bolivia;Apolo (Bolivia);Undirected
Santa Cruz (Bolivia : Dept.);Bolivia;Undirected
Santa Cruz (Bolivia : Dept.);Apolo (Bolivia);Undirected
CSAIP;Peru;Undirected
CSAIP;Peru;Undirected
CSAIP;Huarhua (Peru);Undirected
Peru;Huarhua (Peru);Undirected
Peru;Huarhua (Peru);Undirected
CSAIP;Artillery;Undirected
CSAIP;Peru;Undirected
Artillery;Peru;Undirected
CSAIP;Paraguay;Undirected
CSAIP;Argentina;Undirected
CSAIP;Tucumn (Argentina : Province);Undirected
Argentina;Tucumn (Argentina : Province);Undirected
CSAIP;Paraguay;Undirected
CSAIP;Argentina;Undirected
Paraguay;Argentina;Undirected
CSAIP;Chile;Undirected
CSAIP;Santiago (Chile);Undirected
Chile;Santiago (Chile);Undirected
Bueno, Cosme, 1711-1798;CSAIP;Undirected
CSAIP;Chile;Undirected
CSAIP;Concepcin (Chile);Undirected
Chile;Concepcin (Chile);Undirected
CSAIP;Europe;Undirected
CSAIP;Viceroys;Undirected
CSAIP;Peru;Undirected
Viceroys;Peru;Undirected
CSAIP;Rhetoric, Ancient;Undirected
CSAIP;Rhetoric;Undirected
Rhetoric, Ancient;Rhetoric;Undirected
CSAIP;Spiritual exercises;Undirected
CSAIP;Spiritual life;Undirected
Spiritual exercises;Spiritual life;Undirected
Catherine, of Siena, Saint, 1347-1380;Catholic Church;Undirected
Catherine, of Siena, Saint, 1347-1380;CSAIP;Undirected
Catherine, of Siena, Saint, 1347-1380;Devotional exercises;Undirected
Catherine, of Siena, Saint, 1347-1380;Devotional literature, Spanish;Undirected
Catherine, of Siena, Saint, 1347-1380;Catholic Church;Undirected
Catherine, of Siena, Saint, 1347-1380;CSAIP;Undirected
Catherine, of Siena, Saint, 1347-1380;Devotional exercises;Undirected
Catherine, of Siena, Saint, 1347-1380;Devotional literature, Spanish;Undirected
Catholic Church;Catherine, of Siena, Saint, 1347-1380;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
Catholic Church;Devotional literature, Spanish;Undirected
CSAIP;Catherine, of Siena, Saint, 1347-1380;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
CSAIP;Devotional literature, Spanish;Undirected
Devotional exercises;Catherine, of Siena, Saint, 1347-1380;Undirected
Devotional exercises;Catholic Church;Undirected
Devotional exercises;CSAIP;Undirected
Devotional exercises;Devotional literature, Spanish;Undirected
Peter, the Apostle, Saint;Catholic Church;Undirected
Peter, the Apostle, Saint;CSAIP;Undirected
Peter, the Apostle, Saint;Trinity;Undirected
Peter, the Apostle, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Trinity;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Trinity;Undirected
CSAIP;Devotional exercises;Undirected
Trinity;Catholic Church;Undirected
Trinity;CSAIP;Undirected
Trinity;Devotional exercises;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
CSAIP;Pensions;Undirected
CSAIP;Survivors' benefits;Undirected
Pensions;Survivors' benefits;Undirected
CSAIP;Pensions;Undirected
CSAIP;Survivors' benefits;Undirected
Pensions;Survivors' benefits;Undirected
CSAIP;Pensions;Undirected
CSAIP;Survivors' benefits;Undirected
Pensions;Survivors' benefits;Undirected
Jesus Christ;Catholic Church;Undirected
Jesus Christ;CSAIP;Undirected
Jesus Christ;Rosary;Undirected
Jesus Christ;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Rosary;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Rosary;Undirected
CSAIP;Devotional exercises;Undirected
Rosary;Catholic Church;Undirected
Rosary;CSAIP;Undirected
Rosary;Devotional exercises;Undirected
Jesuits;Real property;Undirected
Jesuits;Real property;Undirected
Francis, of Assisi, Saint, 1182-1226;Catholic Church;Undirected
Francis, of Assisi, Saint, 1182-1226;CSAIP;Undirected
Francis, of Assisi, Saint, 1182-1226;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
John of God, Saint, 1495-1550;Catholic Church;Undirected
John of God, Saint, 1495-1550;CSAIP;Undirected
John of God, Saint, 1495-1550;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Real Felipe del Callao (Peru);Spain. Ejrcito;Undirected
Real Felipe del Callao (Peru);CSAIP;Undirected
Real Felipe del Callao (Peru);Military bases;Undirected
Spain. Ejrcito;CSAIP;Undirected
Spain. Ejrcito;Military bases;Undirected
CSAIP;Spain. Ejrcito;Undirected
CSAIP;Military bases;Undirected
Spain. Armada;CSAIP;Undirected
Spain. Armada;Peru;Undirected
CSAIP;Peru;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Tiene, Gaetano, Saint, 1480-1547;Catholic Church;Undirected
Tiene, Gaetano, Saint, 1480-1547;CSAIP;Undirected
Tiene, Gaetano, Saint, 1480-1547;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Peter Thomas, Saint, 1305-1366;Catholic Church;Undirected
Peter Thomas, Saint, 1305-1366;CSAIP;Undirected
Peter Thomas, Saint, 1305-1366;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
John, of Nepomuk, Saint, ca. 1340-1393;Catholic Church;Undirected
John, of Nepomuk, Saint, ca. 1340-1393;CSAIP;Undirected
John, of Nepomuk, Saint, ca. 1340-1393;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Rose, of Lima, Saint, 1586-1617;Catholic Church;Undirected
Rose, of Lima, Saint, 1586-1617;CSAIP;Undirected
Rose, of Lima, Saint, 1586-1617;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Aparicio, Sebastin de, 1502-1600;Catholic Church;Undirected
Aparicio, Sebastin de, 1502-1600;CSAIP;Undirected
Aparicio, Sebastin de, 1502-1600;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Future life;Undirected
Catholic Church;Christian life;Undirected
CSAIP;Future life;Undirected
CSAIP;Christian life;Undirected
Future life;CSAIP;Undirected
Future life;Christian life;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Immaculate Conception;Undirected
Mary, Blessed Virgin, Saint;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Immaculate Conception;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Immaculate Conception;Undirected
CSAIP;Novenas;Undirected
Immaculate Conception;Catholic Church;Undirected
Immaculate Conception;CSAIP;Undirected
Immaculate Conception;Novenas;Undirected
Philip of Jesus, Saint, 1572-1597;Catholic Church;Undirected
Philip of Jesus, Saint, 1572-1597;CSAIP;Undirected
Philip of Jesus, Saint, 1572-1597;Novenas;Undirected
Philip of Jesus, Saint, 1572-1597;Religious biography;Undirected
Philip of Jesus, Saint, 1572-1597;Catholic Church;Undirected
Philip of Jesus, Saint, 1572-1597;CSAIP;Undirected
Philip of Jesus, Saint, 1572-1597;Novenas;Undirected
Philip of Jesus, Saint, 1572-1597;Religious biography;Undirected
Catholic Church;Philip of Jesus, Saint, 1572-1597;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
Catholic Church;Religious biography;Undirected
CSAIP;Philip of Jesus, Saint, 1572-1597;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
CSAIP;Religious biography;Undirected
Novenas;Philip of Jesus, Saint, 1572-1597;Undirected
Novenas;Catholic Church;Undirected
Novenas;CSAIP;Undirected
Novenas;Religious biography;Undirected
Nicholas, Saint, Bishop of Myra;Catholic Church;Undirected
Nicholas, Saint, Bishop of Myra;CSAIP;Undirected
Nicholas, Saint, Bishop of Myra;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Hospicio Real de Pobres de Jess Nazareno (Lima, Peru);CSAIP;Undirected
Hospicio Real de Pobres de Jess Nazareno (Lima, Peru);Hospitals;Undirected
CSAIP;Hospitals;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
CSAIP;Government monopolies;Undirected
CSAIP;Tobacco industry;Undirected
Government monopolies;CSAIP;Undirected
Government monopolies;Tobacco industry;Undirected
Peru. Real Estanco del Tabaco;Government monopolies;Undirected
Peru. Real Estanco del Tabaco;Tobacco industry;Undirected
Government monopolies;Tobacco industry;Undirected
Joseph, Saint;Catholic Church;Undirected
Joseph, Saint;CSAIP;Undirected
Joseph, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Trinity;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Trinity;Undirected
CSAIP;Devotional exercises;Undirected
Trinity;CSAIP;Undirected
Trinity;Devotional exercises;Undirected
Baptists;Booksellers' catalogs;Undirected
Baptists;New England;Undirected
Booksellers' catalogs;New England;Undirected
Baptists;Booksellers' catalogs;Undirected
Baptists;New England;Undirected
Booksellers' catalogs;New England;Undirected
Baptists;Booksellers' catalogs;Undirected
Baptists;New England;Undirected
Booksellers' catalogs;New England;Undirected
Baptists;Booksellers' catalogs;Undirected
Baptists;New England;Undirected
Booksellers' catalogs;New England;Undirected
Baptists;Booksellers' catalogs;Undirected
Baptists;New England;Undirected
Booksellers' catalogs;New England;Undirected
Mariana de Jess, Beata, 1564 or 5-1624;Catholic Church;Undirected
Mariana de Jess, Beata, 1564 or 5-1624;CSAIP;Undirected
Mariana de Jess, Beata, 1564 or 5-1624;Novenas;Undirected
Mariana de Jess, Beata, 1564 or 5-1624;Mercedarians;Undirected
Mariana de Jess, Beata, 1564 or 5-1624;Catholic Church;Undirected
Mariana de Jess, Beata, 1564 or 5-1624;CSAIP;Undirected
Mariana de Jess, Beata, 1564 or 5-1624;Novenas;Undirected
Mariana de Jess, Beata, 1564 or 5-1624;Mercedarians;Undirected
Catholic Church;Mariana de Jess, Beata, 1564 or 5-1624;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
Catholic Church;Mercedarians;Undirected
CSAIP;Mariana de Jess, Beata, 1564 or 5-1624;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
CSAIP;Mercedarians;Undirected
Novenas;Mariana de Jess, Beata, 1564 or 5-1624;Undirected
Novenas;Catholic Church;Undirected
Novenas;CSAIP;Undirected
Novenas;Mercedarians;Undirected
Neri, Filippo, Saint, 1515-1595;Catholic Church;Undirected
Neri, Filippo, Saint, 1515-1595;CSAIP;Undirected
Neri, Filippo, Saint, 1515-1595;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Joseph, Saint;Catholic Church;Undirected
Joseph, Saint;CSAIP;Undirected
Joseph, Saint;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Vincent Ferrer, Saint, ca. 1350-1419;Catholic Church;Undirected
Vincent Ferrer, Saint, ca. 1350-1419;CSAIP;Undirected
Vincent Ferrer, Saint, ca. 1350-1419;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Teresa, of Avila, Saint, 1515-1582;Catholic Church;Undirected
Teresa, of Avila, Saint, 1515-1582;CSAIP;Undirected
Teresa, of Avila, Saint, 1515-1582;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
CSAIP;Medicine;Undirected
Soria, Domingo de, fray;CSAIP;Undirected
Soria, Domingo de, fray;Smallpox;Undirected
CSAIP;Smallpox;Undirected
Joachim, Saint;Catholic Church;Undirected
Joachim, Saint;CSAIP;Undirected
Joachim, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Eligius, Saint, 588-660;Catholic Church;Undirected
Eligius, Saint, 588-660;CSAIP;Undirected
Eligius, Saint, 588-660;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Joseph, Saint;Catholic Church;Undirected
Joseph, Saint;CSAIP;Undirected
Joseph, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Real Fbrica de Puros y Cigarros de Lima (Peru);Peru. Real Estanco del Tabaco;Undirected
Real Fbrica de Puros y Cigarros de Lima (Peru);CSAIP;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Reguardo del Real Estanco del Tabaco (Peru);Peru. Real Estanco del Tabaco;Undirected
Reguardo del Real Estanco del Tabaco (Peru);CSAIP;Undirected
Reguardo del Real Estanco del Tabaco (Peru);Chachapoyas (Peru : Province);Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Peru. Real Estanco del Tabaco;Chachapoyas (Peru : Province);Undirected
CSAIP;Peru. Real Estanco del Tabaco;Undirected
CSAIP;Chachapoyas (Peru : Province);Undirected
Almacenes Generales del Real Estanco del Tabaco (Lima, Peru);Peru. Real Estanco del Tabaco;Undirected
Almacenes Generales del Real Estanco del Tabaco (Lima, Peru);CSAIP;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Almacenes Generales del Real Estanco del Tabaco (Lima, Peru);Peru. Real Estanco del Tabaco;Undirected
Almacenes Generales del Real Estanco del Tabaco (Lima, Peru);CSAIP;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Real Fbrica de Puros y Cigarros de Lima (Peru);Peru. Real Estanco del Tabaco;Undirected
Real Fbrica de Puros y Cigarros de Lima (Peru);CSAIP;Undirected
Peru. Real Estanco del Tabaco;CSAIP;Undirected
Inquisition;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Anne (Mother of the Virgin Mary), Saint;Catholic Church;Undirected
Anne (Mother of the Virgin Mary), Saint;CSAIP;Undirected
Anne (Mother of the Virgin Mary), Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Devotional exercises;Undirected
Mary, Blessed Virgin, Saint;Catholic Church;Undirected
Mary, Blessed Virgin, Saint;CSAIP;Undirected
Mary, Blessed Virgin, Saint;Sorrows of the Blessed Virgin Mary, Devotion to;Undirected
Mary, Blessed Virgin, Saint;Devotional exercises;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Sorrows of the Blessed Virgin Mary, Devotion to;Undirected
Catholic Church;Devotional exercises;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Sorrows of the Blessed Virgin Mary, Devotion to;Undirected
CSAIP;Devotional exercises;Undirected
Sorrows of the Blessed Virgin Mary, Devotion to;Catholic Church;Undirected
Sorrows of the Blessed Virgin Mary, Devotion to;CSAIP;Undirected
Sorrows of the Blessed Virgin Mary, Devotion to;Devotional exercises;Undirected
Real Casa de Moneda de Lima (Peru);CSAIP;Undirected
Real Casa de Moneda de Lima (Peru);Money;Undirected
Real Casa de Moneda de Lima (Peru);Minting;Undirected
CSAIP;Money;Undirected
CSAIP;Minting;Undirected
Money;CSAIP;Undirected
Money;Minting;Undirected
Real Casa de Moneda de Lima (Peru);CSAIP;Undirected
Real Casa de Moneda de Lima (Peru);Money;Undirected
Real Casa de Moneda de Lima (Peru);Minting;Undirected
CSAIP;Money;Undirected
CSAIP;Minting;Undirected
Money;CSAIP;Undirected
Money;Minting;Undirected
Juan de Sahagn, Saint, 1419-1479;Catholic Church;Undirected
Juan de Sahagn, Saint, 1419-1479;CSAIP;Undirected
Juan de Sahagn, Saint, 1419-1479;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Peter, the Apostle, Saint;Catholic Church;Undirected
Peter, the Apostle, Saint;CSAIP;Undirected
Peter, the Apostle, Saint;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Monica, Saint, d. 387;Catholic Church;Undirected
Monica, Saint, d. 387;CSAIP;Undirected
Monica, Saint, d. 387;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Novenas;Undirected
CSAIP;Catholic Church;Undirected
CSAIP;Novenas;Undirected
Catholic Church;CSAIP;Undirected
Catholic Church;Catechisms, Spanish;Undirected
CSAIP;Catechisms, Spanish;Undirected
